id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
47737270,"The Waters Room, a cozy room with a desk",43514013,E. Ashley,Rainier Valley,Rainier Beach,47.51657,-122.2675,Private room,25,30,0,,,2,30
47749758,"The Divine Room, private room in a large house.",43514013,E. Ashley,Rainier Valley,Rainier Beach,47.51654,-122.26808,Private room,27,30,1,2021-01-30,0.60,2,0
47756154,"The Best View of Seattle 
Rooftop fire place
BBQ",260425286,,Downtown,Belltown,47.61618,-122.34819,Entire home/apt,330,1,2,2021-02-20,1.87,1,89
47766765,Sleepless in Seattle Houseboat,179687197,Minh,Cascade,Westlake,47.63619,-122.33998,Entire home/apt,109,30,0,,,2,38
47767270,Houseboat in Seattle's Lake Union,179687197,Minh,Cascade,Westlake,47.63448,-122.34085,Entire home/apt,99,30,0,,,2,36
47784517,less than 15 mins to hospital/corporations Seattle,99407063,Bethany,Lake City,Cedar Park,47.71742,-122.29504,Entire home/apt,78,30,0,,,2,125
47804181,Brilliant apartment home | 1BR in Seattle,359069961,Kia,Capitol Hill,Broadway,47.61515,-122.31793,Entire home/apt,115,30,0,,,96,360
47811123,Greenwood House with Olympic Mountain Views.,171496186,Katie,Other neighborhoods,Greenwood,47.70135,-122.35382,Entire home/apt,90,1,7,2021-03-14,6.18,1,0
47814845,Walk to UW & U Village /Deck View/Bright/Serene,3074414,Melissa,University District,University District,47.66505,-122.30397,Entire home/apt,80,30,0,,,74,334
47820761,Modern Bungalow w/ Wi-Fi + Kitchen,92742089,Crystal,Central Area,Atlantic,47.59439,-122.30603,Entire home/apt,145,1,6,2021-03-13,4.29,3,154
47822303,"Bright Belltown 1BR w/ Gym, Rooftop Sun Deck, Parking, by Blueground",107434423,Blueground,Downtown,Pike-Market,47.61179,-122.34253,Entire home/apt,134,30,0,,,93,252
47822316,"Trendy Belltown Studio w/ Gym, Rooftop Sun Deck, Parking, by Blueground",107434423,Blueground,Downtown,Pike-Market,47.61179,-122.34253,Entire home/apt,122,30,0,,,93,337
47822329,"Modern Belltown 1BR w/ Gym, Rooftop Sun Deck, Parking, by Blueground",107434423,Blueground,Downtown,Pike-Market,47.61179,-122.34253,Entire home/apt,173,30,0,,,93,317
47842614,Entire Townhome - Perfect Location!,38661934,Linda,Beacon Hill,North Beacon Hill,47.58773,-122.3097,Entire home/apt,66,2,0,,,2,0
47843109,"""The Fremont Lookout"" w/ Deck & Gourmet Kitchen!",11377707,Jason,Other neighborhoods,Fremont,47.65517,-122.35384,Entire home/apt,168,2,0,,,1,151
47844989,Private Capitol Hill Guest Suite!,385633049,Vijya,Capitol Hill,Broadway,47.62593,-122.31946,Entire home/apt,95,2,9,2021-03-14,6.59,1,148
47848247,Merchants Apartment 302 C,6372203,Darcy,Downtown,Pioneer Square,47.60252,-122.33317,Entire home/apt,65,1,7,2021-03-12,5.12,6,321
47894233,"""Happy Home"" Private Room F (LG Floor) in Seattle",366743289,Nova,Beacon Hill,South Beacon Hill,47.53227,-122.29045,Private room,59,1,1,2021-02-15,0.91,6,365
47900010,Landing | Modern Apartment with Amazing Amenities (ID3313),263502162,,Rainier Valley,Columbia City,47.562,-122.29222,Entire home/apt,82,30,0,,,8,364
47900852,Charming Greenwood Home + separate Office,11510476,Peter,Other neighborhoods,Greenwood,47.68757,-122.35762,Entire home/apt,290,3,0,,,1,135
47902724,Charming Loft near Childrens Hospital & U-Village,38387186,Jennifer,Other neighborhoods,Bryant,47.66649,-122.28656,Entire home/apt,89,2,0,,,1,0
47905152,Top-floor beautiful apt- walk to Green Lake Park!,1218979,Manjari,Other neighborhoods,Green Lake,47.6867,-122.34134,Entire home/apt,85,30,0,,,1,1
47905311,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,135,90,0,,,96,329
47908013,Freshly Remodeled Beacon Hill Charmer,97217149,My Nhung,Beacon Hill,Mid-Beacon Hill,47.55695,-122.3141,Entire home/apt,72,30,0,,,2,141
47908173,Vivacious Lake View Seattle Apartment w/ Balcony!,80780128,Justin,Cascade,Eastlake,47.63838,-122.32346,Entire home/apt,96,1,6,2021-03-04,4.39,2,139
47912723,[] The Cube 1B [],16421516,Grace,Delridge,Roxhill,47.52499,-122.37592,Shared room,21,1,1,2021-03-02,1,9,339
47916144,"Elegant Belltown Studio w/ Gym, Rooftop Sun Deck, Parking, by Blueground",107434423,Blueground,Downtown,Pike-Market,47.61179,-122.34253,Entire home/apt,149,30,0,,,93,328
47919660,"Bright Belltown Studio w/ Gym, Rooftop Sun Deck, Parking, by Blueground",107434423,Blueground,Downtown,Pike-Market,47.61179,-122.34253,Entire home/apt,122,30,0,,,93,279
47923108,Lofty Urban Dwelling Live Like a Local,149734533,Olivia,Downtown,Central Business District,47.60584,-122.33813,Entire home/apt,109,1,9,2021-03-14,5.74,4,32
47923690,Homey Urban Pad Like a Friend’s Place Sleep 4,116907660,Olivia,Downtown,Pike-Market,47.6085,-122.34098,Entire home/apt,107,1,4,2021-03-14,2.86,5,10
47923880,Spacious Comfy Pike Place Flat Water View Sleeps 5,116907660,Olivia,Downtown,Pike-Market,47.60849,-122.33976,Entire home/apt,107,1,13,2021-03-13,8.30,5,10
47924335,Modern Studio in Heart of Capitol Hill #101,387136201,Morgan,Capitol Hill,Broadway,47.6247,-122.31985,Entire home/apt,59,2,2,2021-03-15,1.54,3,79
47936330,[] The Cube 3C[],16421516,Grace,Delridge,Roxhill,47.52573,-122.37587,Shared room,26,1,1,2021-02-19,1,9,354
47936451,"Loman Beach, West Seattle Townhome 2/1.5",386368017,Debra,West Seattle,Gatewood,47.53924,-122.39382,Entire home/apt,175,30,0,,,1,281
47938007,[] The Cube 1A [],16421516,Grace,West Seattle,Fauntleroy,47.52673,-122.37744,Shared room,24,1,0,,,9,356
47939463,Brand New 2 Bedroom Apartment -University District,33329879,Jin,University District,University District,47.66422,-122.31773,Entire home/apt,101,30,1,2021-03-12,1,5,20
47940383,Quiet Artist Home in Seattle near Lake WA trail,26545560,Hannah,Lake City,Cedar Park,47.71715,-122.29266,Entire home/apt,109,30,0,,,1,346
47942972,Stunning 2 Bedroom 2 Bath Home in Seattle!⁴,386420269,Kathryn,Downtown,Belltown,47.61396,-122.34819,Entire home/apt,160,2,3,2021-03-09,3,1,164
47944415,Laurelhurst condo steps from Children's Hospital,7697679,Debby,Other neighborhoods,Bryant,47.66354,-122.28649,Entire home/apt,65,30,0,,,2,0
47955180,Convention Center 1br 1ba Condo Walk to Pike Mkt,4204619,John,Downtown,Central Business District,47.61253,-122.33072,Entire home/apt,110,3,0,,,2,0
47962012,Northgate house WFH pet friendly big backyard,1729690,Liz,Northgate,North College Park,47.70457,-122.33988,Entire home/apt,165,1,1,2021-01-31,0.63,3,301
47962381,Private Guest Suite Minutes from Alki Beach!,105858130,Rebecca,Delridge,North Delridge,47.56803,-122.37031,Entire home/apt,66,3,2,2021-03-15,2,1,301
47966894,Bright 6BR/3BA Wallingford gem near downtown,168817864,Pinnacle,Other neighborhoods,Wallingford,47.65507,-122.33144,Entire home/apt,279,3,1,2021-03-14,1,3,244
47968970,Spacious Water Great Wheel View Downtown Flat,149734533,Olivia,Downtown,Central Business District,47.60628,-122.34185,Entire home/apt,111,1,9,2021-03-11,6.59,4,8
47975435,Perfect & Bright Downtown Studio,35961304,Marianne,Downtown,Belltown,47.61606,-122.34159,Entire home/apt,53,1,7,2021-03-12,5.83,10,80
47975502,Beautiful & Bright Downtown Studio,35961304,Marianne,Downtown,Belltown,47.61516,-122.3425,Entire home/apt,53,1,9,2021-03-17,7.11,10,78
47975554,Calm & Bright Downtown Studio,35961304,Marianne,Downtown,Belltown,47.61499,-122.34235,Entire home/apt,62,1,4,2021-03-15,2.79,10,82
47975595,Bright 1 Bedroom Apartment Downtown,35961304,Marianne,Downtown,Belltown,47.61456,-122.34018,Entire home/apt,66,1,3,2021-03-12,2.37,10,72
47978078,KABINO: BRAND NEW! Mini Modern TINY HOME! Heart of Green Lake! Free Wi-fi!!!,23857689,Kabino,Other neighborhoods,Phinney Ridge,47.67949,-122.34947,Entire home/apt,118,1,2,2021-02-15,1.67,1,346
47982357,Spacious 1 Bed + Studio ★ Free Parking ★ Zen Patio,100208194,Brandon,Capitol Hill,Broadway,47.61878,-122.315,Entire home/apt,159,1,6,2021-03-13,4.19,3,171
47982947,Spacious Studio in the best location of Seattle,99932610,MSRE Furnished Rentals,Queen Anne,Lower Queen Anne,47.62331,-122.35573,Entire home/apt,80,1,0,,,6,175
47985606,"Trendy South Lake Union Studio w/ Gym, W/D, Storage, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.62238,-122.34335,Entire home/apt,102,30,0,,,93,355
47988422,"Luxe South Lake Union Studio w/ Gym, W/D, Storage, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.62238,-122.34335,Entire home/apt,100,30,0,,,93,229
47988489,"Sleek South Lake Union Studio w/ Gym, W/D, Storage, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.62238,-122.34335,Entire home/apt,96,30,0,,,93,1
47989701,[] The Cube A [],16421516,Grace,Delridge,Roxhill,47.52562,-122.37625,Shared room,25,1,0,,,9,334
47989863,Tastefully Updated Queen Anne Home w/Garden Oasis,4856099,Melissa,Queen Anne,North Queen Anne,47.64343,-122.36953,Entire home/apt,180,1,1,2021-03-12,1,2,0
47990925,Artzy Home away from home near Greenlake and UW,280406678,Pauline,Other neighborhoods,Roosevelt,47.6898,-122.31076,Entire home/apt,75,30,0,,,1,54
47996492,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,118,90,0,,,96,1
47996961,Live + Work + Stay + Easy | 1BR in Seattle,359069961,Kia,Downtown,Belltown,47.61532,-122.34,Entire home/apt,117,90,0,,,96,360
47998249,Amazing Studio near Green Lake!,386927387,Ciara,Other neighborhoods,Roosevelt,47.67649,-122.31731,Entire home/apt,150,30,0,,,1,180
47999153,Chic Apt Next Door To Pike Place Market,116907660,Olivia,Downtown,Pike-Market,47.60903,-122.34205,Entire home/apt,85,1,9,2021-03-12,6.00,5,6
47999723,Luxury condo / den and amazing view 豪华海景复式带阳台公寓,29186258,James,Downtown,Pike-Market,47.61175,-122.34248,Entire home/apt,198,30,0,,,7,230
47999878,Well-kept apartment home | 2BR in Seattle,359069961,Kia,Cascade,South Lake Union,47.62299,-122.33476,Entire home/apt,320,30,0,,,96,346
48000244,Comfortable Spacious Apartment on Phinney Ridge,8472702,Mojdeh,Ballard,West Woodland,47.67289,-122.36123,Entire home/apt,43,30,1,2021-03-11,1,1,48
48006822,"Comfy Cottage near Downtown, Restaurants and Parks",10087066,Chris,Delridge,Highland Park,47.52307,-122.34844,Entire home/apt,88,2,1,2021-03-17,1,1,0
48007942,"Lovely South Lake Union Studio w/ Gym, W/D, Storage, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.62238,-122.34335,Entire home/apt,97,30,0,,,93,292
48008068,"Chic South Lake Union Studio w/ Gym, W/D, Storage, by Blueground",107434423,Blueground,Cascade,South Lake Union,47.62238,-122.34335,Entire home/apt,102,30,0,,,93,257
48009711,[] The Cube 2A [],16421516,Grace,West Seattle,Fauntleroy,47.52712,-122.37703,Shared room,25,1,1,2021-02-12,0.81,9,270
48013275,Private room in Alluring Northgate home with large backyard,375204509,Bungalow,Lake City,Victory Heights,47.70679,-122.30354,Private room,55,30,0,,,14,0
48013298,Private room in Available 1/1 - Inviting Wallingford craftsman with lovely backyard,375204509,Bungalow,Other neighborhoods,Wallingford,47.66378,-122.3389,Private room,61,30,0,,,14,0
48013397,Private room in Beautiful Ballard home with charming backyard,375204509,Bungalow,Ballard,West Woodland,47.66407,-122.36514,Private room,82,30,0,,,14,359
48014175,Incredible apartment home | 1BR in Seattle,359069961,Kia,Queen Anne,Lower Queen Anne,47.6212,-122.35767,Entire home/apt,160,30,0,,,96,336
48017771,Modern Apartment near Volunteer Park #305,387136201,Morgan,Capitol Hill,Broadway,47.62401,-122.31977,Entire home/apt,60,2,1,2021-03-12,1,3,107
48018860,Award-winning Urban Eco Loft - 6 beds!,28420265,Sherry,Central Area,Minor,47.60275,-122.30691,Entire home/apt,236,1,1,2021-02-16,0.91,15,0
48019499,Walk to Cap Hill from a Stylish Designer Home,28420265,Sherry,Central Area,Minor,47.60308,-122.31391,Entire home/apt,220,1,5,2021-03-10,4.29,15,28
48025129,Perfect Place for  Friends and Family-3 Beds,11715008,Jeff,Capitol Hill,Broadway,47.6182,-122.328,Entire home/apt,89,1,5,2021-03-08,4.17,7,143
48025964,Lower Queen Anne Home w/ Great Deck & Secret Space Needle View - Walk Everywhere,342508637,Vacasa,Queen Anne,Lower Queen Anne,47.62667,-122.35278,Entire home/apt,362,2,0,,,7,364
48031092,THE CRISSEY HOME,159544835,Noah,Northgate,Maple Leaf,47.69926,-122.30547,Entire home/apt,69,1,0,,,2,170
48040981,Stylish Modern Farmhouse w/Yard ★ Backyard and BBQ,28420265,Sherry,Central Area,Atlantic,47.5959,-122.30492,Entire home/apt,250,1,2,2021-02-26,2,15,92
48041067,Executive Penthouse with 4-point view Live & Work,357567003,Tugba,Downtown,Pioneer Square,47.59649,-122.33282,Entire home/apt,199,30,0,,,2,314
48041277,Walk to Award-winning Restaurants ♥Ballard Cottage,28420265,Sherry,Ballard,West Woodland,47.6705,-122.37309,Entire home/apt,134,1,5,2021-03-07,5,15,17
48041670,Penthouse Loft with water and Space Needle views,26086405,Aaron,Downtown,Belltown,47.61545,-122.34989,Entire home/apt,207,3,3,2021-03-08,3,1,18
48044150,View ConventionCenter 1br 1ba Walk to Pl King bed,4204619,John,Downtown,First Hill,47.61111,-122.32953,Entire home/apt,83,3,0,,,2,16
48044387,Stunning Water Views from Sleek Queen Anne House,266331121,Ibrahim,Queen Anne,East Queen Anne,47.63965,-122.34403,Entire home/apt,280,2,3,2021-03-07,3,1,83
48044523,Cornflower Blue Bedroom 10 mins walk to Downtown,26967583,Maria,Capitol Hill,Broadway,47.61641,-122.31668,Private room,25,1,7,2021-03-02,5.68,42,62
48044855,Mandala Room 10 min walk to downtown,26967583,Maria,Capitol Hill,Broadway,47.6164,-122.3162,Private room,23,1,1,2021-02-15,0.91,42,57
48045097,Paris in Pink Bedroom 10 min walk to downtown,26967583,Maria,Capitol Hill,Broadway,47.61486,-122.3147,Private room,23,1,1,2021-03-02,1,42,63
48045541,The Damascus Bedroom in Capitol Hill,26967583,Maria,Capitol Hill,Broadway,47.61695,-122.31497,Private room,25,1,0,,,42,55
48045590,4 Bedroom Apartment in Capitol Hill,26967583,Maria,Capitol Hill,Broadway,47.61551,-122.31525,Entire home/apt,111,1,0,,,42,50
48046428,Designer Urban Retreat w/ Rooftop Deck & Fireplace,28420265,Sherry,Central Area,Atlantic,47.59562,-122.30129,Entire home/apt,311,2,3,2021-03-01,3,15,0
48051156,The UW Room - Private Room,26967583,Maria,Capitol Hill,Montlake,47.64386,-122.30385,Private room,25,1,2,2021-02-23,1.87,42,59
48051392,The UW Room - Shared Coed (Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64409,-122.30352,Shared room,16,1,0,,,42,60
48051752,The UW Room - Shared Coed (Left Bed),26967583,Maria,Capitol Hill,Montlake,47.64234,-122.30257,Shared room,16,1,0,,,42,60
48051854,The Einstein Private Room,26967583,Maria,Capitol Hill,Montlake,47.64333,-122.30345,Private room,25,1,0,,,42,64
48052336,The Einstein Room - Shared Coed (Left Bed),26967583,Maria,Capitol Hill,Montlake,47.64249,-122.30241,Shared room,15,1,0,,,42,64
48052400,The Einstein Room - Shared Coed (Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64175,-122.30257,Shared room,15,1,0,,,42,64
48052533,La Dolce Vita Private Room,26967583,Maria,Capitol Hill,Montlake,47.64262,-122.30367,Private room,25,1,0,,,42,59
48052646,La Dolce Vita- Shared Coed (Top Bed),26967583,Maria,Capitol Hill,Montlake,47.64358,-122.30279,Shared room,15,1,0,,,42,0
48052692,La Dolce Vita- Shared Coed (Bottom Bed),26967583,Maria,Capitol Hill,Montlake,47.64242,-122.30432,Shared room,15,1,0,,,42,59
48052785,The Brooklyn Private Room,26967583,Maria,Capitol Hill,Montlake,47.64177,-122.30227,Private room,25,1,1,2021-02-13,0.86,42,58
48052903,The Brooklyn Room - Shared Coed (Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64261,-122.30412,Shared room,15,1,0,,,42,68
48053013,The Brooklyn Room - Shared Coed (Left Bed),26967583,Maria,Capitol Hill,Montlake,47.64405,-122.30424,Shared room,15,1,0,,,42,68
48053264,Central Park Room - Shared Coed (Top Bed),26967583,Maria,Capitol Hill,Montlake,47.64386,-122.3042,Shared room,18,1,0,,,42,0
48053405,The European Private Room,26967583,Maria,Capitol Hill,Montlake,47.64336,-122.3044,Private room,25,1,0,,,42,5
48053457,The European Room - Shared Coed (Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64389,-122.30285,Shared room,18,1,0,,,42,7
48054770,Cozy 2BR Suite in Wedgwood w/ Desk & Monitor!,189432621,Gabriel,Other neighborhoods,Wedgwood,47.68586,-122.29148,Entire home/apt,121,3,3,2021-03-12,3,1,0
48058275,NEW Modern  Home w/ views of the Olympic Mountains,4144919,Jen,Other neighborhoods,Fremont,47.65712,-122.35811,Entire home/apt,279,14,0,,,1,191
48058652,Private room in Beautiful Ballard townhome off 15th Ave NW,375204509,Bungalow,Ballard,Whittier Heights,47.67777,-122.37404,Private room,56,30,0,,,14,359
48058725,Private room in Bright and airy Greenwood home with beautiful backyard,375204509,Bungalow,Other neighborhoods,Greenwood,47.69239,-122.35163,Private room,56,30,0,,,14,0
48058729,Private room in Bright and airy Greenwood home with beautiful backyard,375204509,Bungalow,Other neighborhoods,Greenwood,47.69169,-122.35289,Private room,58,30,0,,,14,0
48058974,Private room in Contemporary Wallingford home with back patio,375204509,Bungalow,Other neighborhoods,Wallingford,47.65419,-122.33619,Private room,75,30,0,,,14,359
48058978,Private room in Contemporary Wallingford home with back patio,375204509,Bungalow,Other neighborhoods,Wallingford,47.65405,-122.33561,Private room,80,30,0,,,14,358
48058988,Private room in Contemporary West Seattle home with large deck,375204509,Bungalow,West Seattle,Fairmount Park,47.55464,-122.38209,Private room,60,30,0,,,14,0
48059002,Private room in Contemporary West Seattle home with large deck,375204509,Bungalow,West Seattle,Fairmount Park,47.5558,-122.38264,Private room,83,30,0,,,14,0
48059034,Private room in Gorgeous Capitol Hill home with spacious backyard,375204509,Bungalow,Capitol Hill,Stevens,47.62296,-122.3074,Private room,71,30,0,,,14,0
48059347,All furnished Family styled 2 bedroom house,387457933,Ike,Delridge,High Point,47.53945,-122.36768,Entire home/apt,102,30,0,,,1,173
48068923,Danish Private Room,26967583,Maria,Capitol Hill,Montlake,47.64273,-122.30229,Private room,25,1,0,,,42,61
48068998,The Danish Room- Shared Coed (Top Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64353,-122.30285,Shared room,16,1,0,,,42,0
48069057,The Danish Room- Shared Coed (Top Left Bed),26967583,Maria,Capitol Hill,Montlake,47.6422,-122.30246,Shared room,16,1,0,,,42,0
48069073,The Danish Room- Shared Coed (Bottom Right Bed),26967583,Maria,Capitol Hill,Montlake,47.64368,-122.30226,Shared room,15,1,0,,,42,52
48069074,The Danish Room- Shared Coed (Bottom Left Bed),26967583,Maria,Capitol Hill,Montlake,47.64181,-122.30385,Shared room,15,1,0,,,42,71
48069245,The Owl Private Room,26967583,Maria,Capitol Hill,Montlake,47.64369,-122.30268,Private room,25,1,0,,,42,67
48069307,The Owl Room-Shared Coed (Left Top Bed),26967583,Maria,Capitol Hill,Montlake,47.64317,-122.30376,Shared room,15,1,0,,,42,0
48069322,The Owl Room-Shared Coed (Left Bottom Bed),26967583,Maria,Capitol Hill,Montlake,47.64212,-122.30286,Shared room,15,1,0,,,42,67
48069324,The Owl Room-Shared Coed (Right Top Bed),26967583,Maria,Capitol Hill,Montlake,47.64324,-122.30275,Shared room,15,1,0,,,42,0
